RowID,Structure,Nitrosoimine,Nitrosated_hetSub_amine,N_in_aromatic_ring,Acyclic,piperidine,N4_sub_piperazine,N4_unsub_piperazine,morpholine,pyrrolidine,ring_size_3,ring_size_4,ring_size_5,ring_size_6,ring_size_7,Et_Me_only,Has_Et_Me,Has_a_CH2,Heterosubstituted_a_carbon,Multiple_nitroso,Has_t_butyl,Has_i_propyl,One_C_aromatic,Both_C_aromatic,Allylic_Or_Propargylic,Benzylic,Vinyl_or_Alkynyl,Has_b_EWG_strong,Has_b_EWG_weak,Has_a_Nitrile,Carboxylic_acid,Nitrosamine,Nitrosoamide,ring_size_8_plus,Nitrosourea,Nitrosoamidine,Nitrosocarbamate,Nitrosoguanidine,Nitrosated_primary_amine,Nitramine,Nitrosohydroxylamine,Nitroso_sulphonamide,pKaH of parent amine,activated feature,deactivated feature,overall potency category,Average Mass,CAS (Unique concatenate),CAS (Count),calculate_score
Row4744,NC=4N=C(NCC2CCC(CNCCCNC1CCCCC1)CC2)N=C(N3CCN(CC3)N=O)C=4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.540538296,0,0,"no features from either list, medium",487.6854652,,0,3
Row4745,[H][C@@]1(OC[C@@](O)(C)[C@]([H])(NC)[C@]1([H])O)O[C@@]3([H])[C@@]([H])(O)[C@]([H])(O[C@@]2([H])OC(CN(CCO)N=O)=CC[C@@]2([H])N)[C@]([H])(N)C[C@]3([H])NC([C@@]([H])(O)CCN)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.174127481,1,0,potent feature,621.6819896,,0,2
Row4746,[H][C@@]1(OC[C@@](O)(C)[C@]([H])(N(C)N=O)[C@@]1([H])O)O[C@@]3([H])[C@@]([H])(O)[C@]([H])(O[C@@]2([H])OC(CNCCO)=CC[C@@]2([H])N)[C@]([H])(N)C[C@]3([H])NC([C@@]([H])(O)CCN)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.68197375,1,1,"both, medium but review",621.6819896,,0,3
Row4747,OCCN(CCCN(CCO)N=O)CCCCCCCCCCCCCCCCCC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.714332392,0,0,"no features from either list, medium",443.7075818,,0,2
Row4748,OCCN(CCO)CCCN(CCCCCCCCCCCCCCCCCC)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.355257195,0,0,"no features from either list, medium",443.7075818,,0,2
Row4749,OS(=O)(=O)c4cc(O)c5c(/N=N/c2ccc(N(N=O)c1ccccc1)c3c(S(O)(=O)=O)cccc23)cc(S(O)(=O)=O)cc5c4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.01563642,0,1,potency-reducing feature,658.6366949,,0,
Row4750,[H][C@@](N(C[C@@]([H])(N(N=O)c1ccc(C#N)cc1Cl)c2ccc(Cl)cc2)CC=O)(C)c3ccc(C#N)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.467010129,1,1,"both, medium but review",506.3840903,,0,
Row4751,[H][C@@](N(CCN(N=O)c1ccc(C#N)cc1Cl)CC(=O)c2ccc(Cl)cc2)(C)c3ccc(C#N)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.228303481,0,1,potency-reducing feature,506.3840903,,0,4
Row4752,[H][C@@](N(CCN([C@]([H])(C=O)c1ccc(Cl)cc1)c2ccc(C#N)cc2Cl)N=O)(C)c3ccc(C#N)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.36460761,1,1,"both, medium but review",506.3840903,,0,3
Row4753,[H][C@@](N(C[C@@]([H])(N(CC=O)c1ccc(C#N)cc1Cl)c2ccc(Cl)cc2)N=O)(C)c3ccc(C#N)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.881176842,1,1,"both, medium but review",506.3840903,,0,3
Row4754,[H][C@](NC(=O)C1=C(Cl)C=CC=C1Cl)(CC4=CC=C(N2C(N(C)C=3C=CC(N(C)N=O)=CC=3C2=O)=O)C=C4)C(O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.443435211,1,1,"both, medium but review",570.38171,,0,5
Row4755,FC(F)(F)c5nccc(C(N4CCC(N(CC(CC#N)(C=O)n1ncc(c1)-c2ncnc3nccc23)N=O)CC4)=O)c5F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.355632002,0,1,potency-reducing feature,597.5047489,,0,4
Row4756,FC=5C=C(I)C=CC=5N(N=O)C=2N(C)C(=O)C(C)=C3N(C(N(C1CC1)C(=O)C=23)=O)C=4C=CC=C(NC(C)=O)C=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10.13803806,0,1,potency-reducing feature,644.393945,,0,
Row4757,[H]\C(=C/2c1cc(Cl)ccc1-c3c(C(O)CN(CCCC)N=O)cc(Cl)cc/23)c4ccc(Cl)cc4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.598888486,0,0,"no features from either list, medium",501.8327997,204133-10-8 [NON-SPECIFIC STEREOCHEMISTRY],1,2
Row4758,FC(F)(F)c3cccc(C(CC=O)=CCN(CCc1ccc(cc1)-c2ccccc2)N=O)c3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.776433281,1,0,potent feature,452.4691965,,0,2
Row4759,FC(F)(F)c3cccc(C(CCN(CCc1ccc(cc1)-c2ccccc2)N=O)=CC=O)c3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.068895296,0,0,"no features from either list, medium",452.4691965,,0,2
Row4760,FC(F)(F)c4cc(F)ccc4C(N(C)C(CCN(N=O)c2nnc(-c1ccnn1C)c3ccccc23)CC=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.010934314,0,1,potency-reducing feature,557.5005207,,0,3
Row4761,N3C(=O)C(C2=CN(C)C=1C=CC=CC=12)=C(C3=O)C6=CN(C4CCN(CC4)N=O)C=5C=CC=CC=56,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.631401822,0,0,"no features from either list, medium",453.4935015,170364-57-5,1,3
Row4762,O(C)C(=O)C1=CC=C(C=C1)C(NC2=CC=CC(=C2)C3=NC(N(C)N=O)=NC=4C=C(OC)C(OC)=CC3=4)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.778616398,1,1,"both, medium but review",501.4917163,,0,2
Row4763,O(CC(NC(C)C)=O)C=1C=CC=C(C=1)C4=NC(N(N=O)C=2C=CC3=NNC=C3C=2)=C5C=CC=CC5=N4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5.516458003,0,1,potency-reducing feature,481.5069079,,0,
Row4764,O1CC(NC1=Nc5ccc6ncnc(N(N=O)c4ccc(Oc2ccn3ncnc3c2)c(C)c4)c6c5)(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.991323875,0,1,potency-reducing feature,509.5203144,,0,
Row4765,[H][C@@](CC=3C=CC(N(N=O)C=1N=CC=C2C=CN=CC=12)=CC=3)(N=C5C(Br)C(C45CCCCC4)=O)C(O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-3.87257425,0,1,potency-reducing feature,550.4043758,,0,
Row4766,Clc1ccc(cc1)-c4cc(N(N=O)c2ccnc3cc(Cl)ccc23)cc(CNC(C)(C)C)c4O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.346946561,0,1,potency-reducing feature,495.4012093,,0,
Row4767,Clc1ccc(cc1)-c4cc(Nc2ccnc3cc(Cl)ccc23)cc(CN(C(C)(C)C)N=O)c4O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.249044723,1,1,"both, medium but review",495.4012093,,0,
Row4768,[H][C@@]4(NC([C@]([H])(NC([C@]([H])(N)C)=O)C)=O)[C@]([H])(CN(N=O)C1=NC=2N(C=C(C(O)=O)C(=O)C=2C=C1F)C=3C=CC(F)=CC=3F)[C@@]4([H])C=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-4.5736035,0,1,potency-reducing feature,603.507678,146961-76-4,1,7
Row4769,[H][C@]4(NC([C@]([H])(NC([C@]([H])(N)C)=O)C)=O)[C@@]([H])(CN(N=O)C1=NC=2N(C=C(C(O)=O)C(=O)C=2C=C1F)C=3C=CC(F)=CC=3F)[C@]4([H])C=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-4.5736035,0,1,potency-reducing feature,603.507678,146961-76-4,1,7
Row4770,O4COC=5C=C(CN(CCN(CC=O)CC(N1C=3C=CC=CC=3SC=2C=CC=CC1=2)=O)N=O)C=CC4=5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.235970388,1,0,potent feature,504.5583359,,0,1
Row4771,O4COC=5C=C(CN(CCN(CC(N1C=3C=CC=CC=3SC=2C=CC=CC1=2)=O)N=O)CC=O)C=CC4=5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.526925593,1,0,potent feature,504.5583359,,0,3
Row4772,NC=5C=CC4=C(N(C)C(=C1C=CC(=N)C=C1)C=3C=C(N(N=O)C2=NC(N)=[N+](C)C(C)=C2)C=CC=34)C=5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.869341079,0,1,potency-reducing feature,465.5306828,,0,
Row4773,N(Cc1ncc(C)nc1)C(=O)c4c(=O)c3ccc(N2CCN(CCC2)N=O)nc3n6c4sc5ccccc56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.727109254,0,0,"no features from either list, medium",528.5863389,1138549-36-6,1,2
Row4774,Clc2ccc3C(=C(CCN(Cc1cncc(C)c1)N=O)CC=O)c4ncccc4CCc3c2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.586344964,1,0,potent feature,460.9562125,,0,1
Row4775,[H]/C(CN(CCN(CC=O)C(c1ccc(F)cc1)c2ccc(F)cc2)N=O)=C(/[H])c3ccccc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.693675777,1,0,potent feature,449.4933781,52468-60-7,1,3
Row4776,[H]/C(CN(CCN(C(c1ccc(F)cc1)c2ccc(F)cc2)N=O)CC=O)=C(/[H])c3ccccc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.856671987,1,1,"both, medium but review",449.4933781,52468-60-7,1,3
Row4777,[H][C@](O[C@]([H])(C)C=O)(C)CN(N=O)C3=NC=C(NC(=O)C=1C=CC=C(C=1C)C=2C=CC(OC(F)(F)F)=CC=2)C=C3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.778753052,0,1,potency-reducing feature,530.4966993,,0,3
Row4778,[H][C@](O)([C@]([H])(N)CN(N=O)c3c(NC(=O)c1nc(c(F)cc1)-c2c(F)cccc2F)cnc4[C@@]([H])(O)CCc34)[C@@]([H])(C)C=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.087478595,0,1,potency-reducing feature,558.5101057,,0,4
Row4779,[H][C@@](O)([C@]([H])(C)CN(N=O)c3c(NC(=O)c1nc(c(F)cc1)-c2c(F)cccc2F)cnc4[C@@]([H])(O)CCc34)[C@@]([H])(N)C=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.117290276,0,1,potency-reducing feature,558.5101057,,0,3
Row4780,O4C=CC=5N=C(N(N=O)C2=CC=C(N1CCN(C)CC1)C=C2)N=C(OC3=CC=CC(NC(=O)C=C)=C3)C4=5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.301791248,0,1,potency-reducing feature,499.5221944,1353552-97-2,1,
Row4781,O3C=CC=4N=C(NC=1C=CC(N(CCN(C)N=O)CC=O)=CC=1)N=C(OC2=CC=CC(NC(=O)C=C)=C2)C3=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.945633128,1,0,potent feature,515.5215993,1353552-97-2,1,1
Row4782,O3C=CC=4N=C(NC=1C=CC(N(CCN(C)CC=O)N=O)=CC=1)N=C(OC2=CC=CC(NC(=O)C=C)=C2)C3=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.498049949,0,1,potency-reducing feature,515.5215993,1353552-97-2,1,4
Row4783,[H][C@]1(F)C[C@@]([H])(CC[C@]1([H])O)C=2N=C(C(N)=NC=2)C=3C=CC(=C(F)C=3)C(N[C@@]([H])(CN(C)N=O)C4=CC(F)=CC(Br)=C4)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.177225317,1,0,potent feature,607.4227652,1715025-32-3,1,1
Row4784,[H][C@@]1(N([C@]([H])(C)CN(C1)C(=O)c4ccc(NC(=O)c3nnc(N)c(O[C@@]([H])(C)c2c(Cl)ccc(F)c2Cl)c3)cc4)N=O)C,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.56990957,0,1,potency-reducing feature,590.4344135,,0,
Row4785,Clc3ccc(C(N(CCN(CC=Cc1ccccc1)N=O)CC=O)c2ccccc2)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.765812663,1,0,potent feature,447.95745,,0,3
Row4786,Clc3ccc(C(N(CCN(CC=O)CC=Cc1ccccc1)N=O)c2ccccc2)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.977666775,1,1,"both, medium but review",447.95745,,0,3
Row4787,Fc5ccc([C@](N)(C)c4cnc(N(CCN(N=O)c1ncnn2cc(cc12)-c3cnn(C)c3)CC=O)nc4)cc5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.408113218,0,1,potency-reducing feature,543.5565413,,0,3
Row4788,Fc5ccc([C@](N)(C)c4cnc(N(CCN(CC=O)c1ncnn2cc(cc12)-c3cnn(C)c3)N=O)nc4)cc5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.697821818,0,1,potency-reducing feature,543.5565413,,0,4
Row4789,FC=3C=C(C=CC=3OC=2C=CC(CN(CCCC(=O)C1=CC(C)=CC(C)=C1)N=O)=CC=2)C(N)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.50060234,1,0,potent feature,463.5017255,,0,1
Row4790,[H][C@](N(CC=2C=CC(OC=1C=CC(=CC=1F)C(N)=O)=CC=2)N=O)(CCC=O)C3=CC(C)=CC(C)=C3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.55288546,1,1,"both, medium but review",463.5017255,,0,3
Row4791,[H][C@](N(CC=C1c3ccccc3CCc2ccccc12)N=O)(C)[C@]([H])(O)c4ccccc4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.036053768,1,1,"both, medium but review",398.4978092,,0,5
Row4792,N(C(=O)c1ccccc1C)c4ccc(C(N2CCCC(N(C)N=O)c3ccccc23)=O)cc4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.539902122,1,1,"both, medium but review",442.5106206,,0,2
Row4793,O3C(=CC=4C=C(N(CCN(CCCCC2=CNC=1C=CC(=CC=12)C#N)CC=O)N=O)C=CC3=4)C(N)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.786800379,0,1,potency-reducing feature,486.5234319,,0,4
Row4794,O3C(=CC=4C=C(N(CCN(CCCCC2=CNC=1C=CC(=CC=12)C#N)N=O)CC=O)C=CC3=4)C(N)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.96410737,0,0,"no features from either list, medium",486.5234319,,0,2
Row4795,O(C=1N=C(NC2=CC=SC=12)N(N=O)C4=CC=C(N3CCN(C)CC3)C=C4)C5=CC=CC(NC(=O)C=C)=C5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.112091683,0,1,potency-reducing feature,516.5955172,,0,
Row4796,O(C=2N=C(NC=1C=CC(N(CCN(C)N=O)CC=O)=CC=1)NC3=CC=SC=23)C4=CC=CC(NC(=O)C=C)=C4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.945633128,1,0,potent feature,532.5949221,,0,1
Row4797,O(C=2N=C(NC=1C=CC(N(CCN(C)CC=O)N=O)=CC=1)NC3=CC=SC=23)C4=CC=CC(NC(=O)C=C)=C4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.558302105,0,1,potency-reducing feature,532.5949221,,0,4
Row4798,[H][C@]1(O[C@@](OC1)(CN2C=NC=C2)C=3C=CC(Cl)=CC=3Cl)COC=4C=CC(N(CCN(CC=O)C(C)=O)N=O)=CC=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.658520603,0,1,potency-reducing feature,576.4293545,79156-75-5 [NON-SPECIFIC STEREOCHEMISTRY],1,4
Row4799,[H][C@@]1(O[C@](OC1)(CN2C=NC=C2)C=3C=CC(Cl)=CC=3Cl)COC=4C=CC(N(CCN(CC=O)C(C)=O)N=O)=CC=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.658520603,0,1,potency-reducing feature,576.4293545,79156-75-5 [NON-SPECIFIC STEREOCHEMISTRY],1,4
Row4800,N(CCN(C(c1ccccc1)c2ccccc2)N=O)(CC=O)CC=Cc3ccccc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.406886702,1,1,"both, medium but review",413.5124532,,0,3
Row4801,N(CCN(CC=Cc1ccccc1)N=O)(CC=O)C(c2ccccc2)c3ccccc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.837949548,1,0,potent feature,413.5124532,,0,3
Row4802,Oc4nc5ccccc5n4C(CCN(CC2(OCc1ccccc1-n3cccc23)C)N=O)CC=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.678973644,0,0,"no features from either list, medium",473.5246695,,0,1
Row4803,[H][C@@]1(N([C@]([H])(CC1)[C@]([H])(O)C=2C=CC=CC=2)N=O)CC=5C=CC(NC([C@@]3([H])N4C(CC3)=NC=CC4=O)=O)=CC=5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.657546266,0,1,potency-reducing feature,473.5246695,,0,
Row4804,Oc4cccc(NC(=O)c1ccc(OC)cc1)c4NC(=O)c3ccc(N2CCN(CCC2)N=O)cc3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.36358785,0,0,"no features from either list, medium",489.5240744,,0,2
Row4805,N(CCN(Cc1oc(nc1)-c2cc(cc3nncc23)-c4cccc5nccc45)N=O)(CC=O)C(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.354574201,1,0,potent feature,483.5227894,,0,1
Row4806,N(CCN(C(C)C)N=O)(CC=O)Cc1oc(nc1)-c2cc(cc3nncc23)-c4cccc5nccc45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.716612945,0,1,potency-reducing feature,483.5227894,,0,3
Row4807,O(C)C4=CC(OCCN(C)N=O)=C(NC(=O)C=C)C=C4NC=1N=CC=C(N=1)C3=CN(C)C=2C=CC=CC=23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.340343046,1,0,potent feature,501.5380759,,0,1
Row4808,O(C)C=5C=C(NC3=NC=CC(N(N=O)C=1C=CC=NC=1C2=NC=CC=C2)=N3)C=CC=5N4CCN(C)CC4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.391889592,0,1,potency-reducing feature,497.5526725,,0,
Row4809,O(C)C=5C=C(N(N=O)C3=NC=CC(NC=1C=CC=NC=1C2=NC=CC=C2)=N3)C=CC=5N4CCN(C)CC4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.534111659,0,1,potency-reducing feature,497.5526725,,0,
Row4810,O(C)C=4C=C(NC3=NC=CC(NC=1C=CC=NC=1C2=NC=CC=C2)=N3)C=CC=4N(CCN(C)CC=O)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.673900669,0,1,potency-reducing feature,513.5520774,,0,4
Row4811,O(C)C=4C=C(NC3=NC=CC(NC=1C=CC=NC=1C2=NC=CC=C2)=N3)C=CC=4N(CCN(C)N=O)CC=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.658044833,1,0,potent feature,513.5520774,,0,1
Row4812,ClC4=CC(Cl)=C(N(N=O)C2=C3C=C(OC)C(OCCCN1CCN(C)CC1)=CC3=NC=C2C#N)C=C4OC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.735552221,0,1,potency-reducing feature,559.4451886,,0,
Row4813,ClC3=CC(Cl)=C(NC1=C2C=C(OC)C(OCCCN(CCN(C)N=O)CC=O)=CC2=NC=C1C#N)C=C3OC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.338915481,1,0,potent feature,575.4445936,,0,1
